image_name,size,shape,hemo_dist,inclusion
EH5_Siemens013/jai_0001067_1642_1066.png,NORM,NONE,NONE,RETI
EH5_Siemens029/jai_0000655_1443_815.png,NORM,HELM,NONE,NONE
CDB_Sample030/jai_0000184_1570_832.png,MICR,NONE,NONE,NONE
CDB_Sample125/jai_0000317_1874_538.png,NORM,NONE,NONE,NONE
CDB_Sample189/jai_0000247_608_771.png,NORM,NONE,NONE,HOJO
EH5_Siemens083/jai_0000142_1068_1181.png,NORM,NONE,HYPO,NONE
EH5_Siemens083/jai_0000101_1660_194.png,NORM,NONE,HYPR,NONE
EH5_Siemens045/jai_0000134_1066_793.png,MICR,SCHI,NONE,NONE
EH5_Siemens037/jai_0000611_995_519.png,NORM,NONE,NONE,NONE
EH5_Siemens008/jai_0000024_853_491.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000130_1819_748.png,NORM,NONE,NONE,"BAST, RETI"
EH5_Siemens083/jai_0000015_706_940.png,NORM,NONE,HYPO,NONE
CDB_Sample030/jai_0000142_1614_741.png,NORM,OVAL,HYPO,NONE
CDB_Sample156/jai_0000651_500_637.png,NORM,ECHI,NONE,NONE
EH5_Siemens083/jai_0000181_1795_1012.png,NORM,OVAL,NONE,"BAST, RETI"
EH5_Siemens029/jai_0000439_1563_171.png,NORM,NONE,NONE,NONE
EH5_Siemens013/jai_0001060_1349_1322.png,NORM,NONE,HYPR,NONE
CDB_Sample189/jai_0000246_1209_1426.png,NORM,SICK,NONE,NONE
EH5_Siemens012/jai_0000057_1569_1060.png,NORM,NONE,NONE,NRBC
EH5_Siemens013/jai_0000803_1272_362.png,MICR,NONE,NONE,NONE
EH5_Siemens012/jai_0001437_654_1314.png,NORM,OVAL,NONE,"BAST, HOJO"
CDB_Sample012/jai_0000069_493_905.png,MACR,NONE,NONE,NONE
CDB_Sample189/jai_0000160_632_544.png,NORM,NONE,STOM,NONE
EH5_Siemens008/jai_0000362_405_1284.png,NORM,NONE,NONE,NONE
CDB_Sample030/jai_0000231_376_480.png,NORM,OVAL,NONE,NONE
EH5_Siemens008/jai_0000616_1127_359.png,NORM,NONE,NONE,NONE
CDB_Sample156/jai_0000606_887_1391.png,NORM,ECHI,NONE,NONE
EH5_Siemens003/jai_0000278_1621_956.png,NORM,NONE,NONE,NONE
CDB_Sample012/jai_0000116_1030_965.png,NORM,NONE,NONE,NONE
CDB_Sample189/jai_0000115_1328_266.png,NORM,SICK,NONE,NONE
CDB_Sample125/jai_0000352_1329_394.png,NORM,NONE,NONE,NONE
EH5_Siemens083/jai_0000267_551_426.png,MICR,NONE,NONE,NONE
EH5_Siemens037/jai_0000483_1462_652.png,NORM,NONE,HYPR,NONE
EH5_Siemens083/jai_0000179_562_748.png,MICR,NONE,NONE,NONE
EH5_Siemens013/jai_0000158_551_598.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0001268_1072_216.png,MICR,OVAL,NONE,"HOJO, RETI"
EH5_Siemens083/jai_0000014_1765_896.png,NORM,NONE,HYPO,NONE
CDB_Sample189/jai_0000377_482_81.png,NORM,NONE,NONE,HOJO
CDB_Sample030/jai_0000146_1840_1214.png,MICR,NONE,NONE,NONE
EH5_Siemens008/jai_0000188_820_269.png,NORM,NONE,TARG,NONE
CDB_Sample189/jai_0000038_751_204.png,NORM,NONE,NONE,"HOJO, RETI"
EH5_Siemens012/jai_0000057_1569_1060.png,NORM,NONE,NONE,NRBC
CDB_Sample125/jai_0000356_1267_601.png,NORM,NONE,NONE,MALA
EH5_Siemens012/jai_0000264_507_622.png,NORM,NONE,NONE,"BAST, RETI"
CDB_Sample189/jai_0000160_798_498.png,NORM,NONE,STOM,NONE
CDB_Sample156/jai_0000266_1434_1440.png,NORM,NONE,NONE,NONE
CDB_Sample012/jai_0000062_1376_1023.png,NORM,ACAN,NONE,NONE
CDB_Sample189/jai_0000035_1175_773.png,NORM,NONE,NONE,PABO
EH5_Siemens013/jai_0000889_1271_660.png,NORM,TEAR,NONE,NONE
EH5_Siemens012/jai_0000264_1196_1287.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
CDB_Sample012/jai_0000153_1446_1174.png,NORM,NONE,HYPO,NONE
EH5_Siemens008/jai_0000277_341_201.png,NORM,NONE,NONE,NONE
CDB_Sample030/jai_0000148_767_587.png,NORM,ELLI,NONE,NONE
EH5_Siemens029/jai_0000439_963_753.png,MICR,SPHE,NONE,NONE
EH5_Siemens012/jai_0001353_1286_1185.png,NORM,HELM,NONE,"BAST, HOJO"
CDB_Sample189/jai_0000035_1175_773.png,NORM,NONE,NONE,PABO
EH5_Siemens083/jai_0000401_942_148.png,NORM,NONE,HYPO,NONE
EH5_Siemens013/jai_0000074_140_638.png,NORM,TEAR,NONE,NONE
EH5_Siemens003/jai_0000980_1129_577.png,NORM,NONE,HYPO,NONE
EH5_Siemens012/jai_0000187_971_44.png,MACR,NONE,TARG,NONE
CDB_Sample012/jai_0000065_129_800.png,NORM,NONE,HYPR,NONE
CDB_Sample012/jai_0000195_1920_193.png,MICR,NONE,NONE,NONE
EH5_Siemens045/jai_0000008_1648_1273.png,MICR,SCHI,NONE,NONE
EH5_Siemens012/jai_0000179_277_1314.png,NORM,NONE,TARG,NONE
CDB_Sample030/jai_0000141_650_115.png,NORM,ELLI,NONE,NONE
EH5_Siemens012/jai_0000264_1196_1287.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
EH5_Siemens037/jai_0000481_1606_70.png,NORM,NONE,HYPR,NONE
EH5_Siemens013/jai_0001155_1328_1277.png,NORM,TEAR,NONE,NONE
EH5_Siemens037/jai_0000611_604_514.png,NORM,ECHI,NONE,NONE
EH5_Siemens003/jai_0000224_429_331.png,NORM,NONE,NONE,HOJO
CDB_Sample189/jai_0000035_768_180.png,NORM,NONE,NONE,NONE
CDB_Sample189/jai_0000115_101_745.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000182_242_438.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0001437_654_1314.png,NORM,OVAL,NONE,"BAST, HOJO"
EH5_Siemens008/jai_0000287_1879_957.png,MICR,NONE,NONE,NONE
EH5_Siemens008/jai_0000622_1530_243.png,NORM,ECHI,NONE,NONE
EH5_Siemens012/jai_0000139_1436_643.png,NORM,NONE,NONE,"BAST, RETI"
EH5_Siemens083/jai_0000182_201_625.png,NORM,NONE,NONE,"BAST, RETI"
CDB_Sample125/jai_0000274_594_766.png,NORM,NONE,NONE,MALA
EH5_Siemens012/jai_0000277_190_1025.png,NORM,NONE,TARG,NONE
EH5_Siemens012/jai_0001353_1286_1185.png,NORM,HELM,NONE,"BAST, HOJO"
EH5_Siemens012/jai_0000174_938_1403.png,NORM,NONE,NONE,NRBC
EH5_Siemens012/jai_0000139_1663_1065.png,NORM,OVAL,HYPO,NONE
CDB_Sample156/jai_0000097_1692_1283.png,NORM,ACAN,NONE,NONE
EH5_Siemens029/jai_0000184_1597_405.png,NORM,NONE,NONE,NONE
CDB_Sample012/jai_0000114_874_1445.png,NORM,NONE,NONE,NONE
CDB_Sample125/jai_0000356_1678_1408.png,MICR,SPHE,NONE,NONE
CDB_Sample156/jai_0000266_724_237.png,NORM,ECHI,NONE,NONE
EH5_Siemens008/jai_0001437_1110_227.png,NORM,BITE,NONE,NONE
CDB_Sample189/jai_0000291_688_1429.png,NORM,SICK,NONE,NONE
EH5_Siemens012/jai_0000059_1789_295.png,NORM,NONE,NONE,NRBC
CDB_Sample189/jai_0000289_1876_694.png,NORM,NONE,HYPO,NONE
CDB_Sample012/jai_0000111_262_1345.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000019_1821_756.png,NORM,NONE,HYPO,NONE
EH5_Siemens029/jai_0000310_106_960.png,MICR,NONE,NONE,NONE
CDB_Sample156/jai_0000137_1965_1300.png,NORM,NONE,NONE,NONE
CDB_Sample189/jai_0000164_1693_291.png,NORM,NONE,NONE,NONE
CDB_Sample030/jai_0000055_793_909.png,NORM,NONE,HYPR,NONE
CDB_Sample030/jai_0000057_1606_506.png,MICR,SPHE,NONE,NONE
EH5_Siemens013/jai_0001193_763_742.png,NORM,TEAR,NONE,NONE
CDB_Sample125/jai_0000094_227_554.png,NORM,NONE,NONE,MALA
CDB_Sample156/jai_0000180_1477_630.png,NORM,ECHI,NONE,NONE
EH5_Siemens012/jai_0000139_531_1131.png,NORM,NONE,TARG,NONE
EH5_Siemens012/jai_0000174_1713_420.png,NORM,NONE,TARG,NONE
CDB_Sample189/jai_0000161_1480_272.png,NORM,NONE,NONE,HOJO
CDB_Sample125/jai_0000353_1537_1248.png,NORM,NONE,NONE,NONE
EH5_Siemens041/jai_0000188_1681_418.png,NORM,BITE,NONE,NONE
EH5_Siemens012/jai_0000147_1465_902.png,NORM,NONE,TARG,NONE
CDB_Sample125/jai_0000180_1857_199.png,NORM,NONE,NONE,NONE
CDB_Sample012/jai_0000116_288_977.png,NORM,NONE,NONE,NONE
CDB_Sample030/jai_0000275_321_726.png,NORM,NONE,NONE,NONE
EH5_Siemens013/jai_0000417_845_565.png,NORM,NONE,NONE,NONE
CDB_Sample125/jai_0000053_619_1361.png,NORM,NONE,NONE,BAST
CDB_Sample156/jai_0000180_738_1229.png,NORM,ACAN,NONE,NONE
EH5_Siemens037/jai_0000142_1044_258.png,NORM,NONE,NONE,HOJO
CDB_Sample030/jai_0000062_913_83.png,NORM,NONE,HYPO,NONE
CDB_Sample189/jai_0000117_1722_874.png,NORM,SICK,NONE,NONE
CDB_Sample030/jai_0000011_908_1081.png,NORM,OVAL,NONE,NONE
EH5_Siemens008/jai_0000150_1232_1067.png,NORM,NONE,NONE,NONE
CDB_Sample189/jai_0000033_1651_1223.png,NORM,NONE,NONE,HOJO
CDB_Sample189/jai_0000038_751_204.png,NORM,NONE,NONE,"HOJO, RETI"
EH5_Siemens083/jai_0000185_1043_288.png,NORM,NONE,NONE,"BAST, RETI"
EH5_Siemens013/jai_0000071_1730_78.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0001006_631_444.png,NORM,NONE,TARG,BAST
CDB_Sample189/jai_0000161_909_675.png,NORM,SICK,NONE,NONE
EH5_Siemens013/jai_0000413_860_225.png,NORM,NONE,NONE,NONE
CDB_Sample125/jai_0000183_1258_1388.png,NORM,NONE,NONE,MALA
EH5_Siemens029/jai_0000525_235_109.png,NORM,TEAR,NONE,NONE
CDB_Sample012/jai_0000027_1430_1200.png,MICR,NONE,NONE,NONE
EH5_Siemens012/jai_0000303_64_613.png,NORM,NONE,NONE,NRBC
EH5_Siemens008/jai_0001350_1150_1351.png,MICR,NONE,NONE,NONE
CDB_Sample189/jai_0000337_1873_779.png,NORM,NONE,NONE,PABO
CDB_Sample189/jai_0000337_1873_779.png,NORM,NONE,NONE,PABO
EH5_Siemens083/jai_0000401_1316_172.png,NORM,NONE,HYPO,NONE
EH5_Siemens012/jai_0001353_1286_1185.png,NORM,HELM,NONE,"BAST, HOJO"
EH5_Siemens013/jai_0001155_1724_1229.png,MICR,NONE,NONE,NONE
EH5_Siemens012/jai_0001437_654_1314.png,NORM,OVAL,NONE,"BAST, HOJO"
EH5_Siemens029/jai_0000396_1326_945.png,NORM,NONE,NONE,NONE
EH5_Siemens083/jai_0000184_804_80.png,NORM,NONE,HYPO,NONE
CDB_Sample189/jai_0000117_497_104.png,NORM,NONE,NONE,PABO
EH5_Siemens029/jai_0000048_1796_631.png,NORM,NONE,NONE,NONE
EH5_Siemens029/jai_0000873_1675_247.png,NORM,TEAR,NONE,NONE
EH5_Siemens012/jai_0000264_1196_1287.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
CDB_Sample156/jai_0000650_166_1183.png,NORM,NONE,NONE,MALA
EH5_Siemens012/jai_0000044_69_126.png,NORM,NONE,NONE,NRBC
CDB_Sample189/jai_0000038_751_204.png,NORM,NONE,NONE,"HOJO, RETI"
EH5_Siemens012/jai_0000187_476_1205.png,NORM,NONE,TARG,NONE
EH5_Siemens083/jai_0001428_708_706.png,NORM,OVAL,NONE,NONE
EH5_Siemens029/jai_0000525_442_751.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000046_321_800.png,NORM,NONE,NONE,NRBC
CDB_Sample156/jai_0000181_722_962.png,NORM,ACAN,NONE,NONE
EH5_Siemens003/jai_0000278_1599_1417.png,NORM,NONE,NONE,NONE
EH5_Siemens029/jai_0000353_324_455.png,NORM,TEAR,NONE,NONE
CDB_Sample030/jai_0000232_773_1403.png,NORM,ACAN,NONE,NONE
EH5_Siemens037/jai_0000657_577_68.png,NORM,ECHI,NONE,NONE
EH5_Siemens012/jai_0000136_1796_33.png,NORM,NONE,TARG,NONE
EH5_Siemens039/jai_0000351_1582_494.png,NORM,HELM,NONE,NONE
CDB_Sample012/jai_0000032_1660_869.png,NORM,NONE,STOM,NONE
EH5_Siemens012/jai_0000003_660_213.png,NORM,NONE,NONE,"BAST, RETI"
CDB_Sample012/jai_0000196_609_942.png,MICR,NONE,NONE,NONE
EH5_Siemens003/jai_0000278_123_897.png,NORM,NONE,NONE,NONE
CDB_Sample189/jai_0000038_1863_102.png,NORM,NONE,NONE,HOJO
CDB_Sample189/jai_0000249_591_946.png,NORM,NONE,NONE,RETI
CDB_Sample125/jai_0000059_1382_1103.png,NORM,ECHI,NONE,NONE
EH5_Siemens012/jai_0000264_1196_1287.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
EH5_Siemens003/jai_0000663_317_875.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000264_1196_1287.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
EH5_Siemens045/jai_0000007_1314_536.png,MICR,SCHI,NONE,NONE
EH5_Siemens008/jai_0000277_398_509.png,NORM,NONE,NONE,NONE
CDB_Sample030/jai_0000277_279_1438.png,MICR,NONE,NONE,NONE
EH5_Siemens013/jai_0000803_1328_874.png,MICR,NONE,NONE,NONE
CDB_Sample156/jai_0000137_1455_968.png,NORM,ECHI,NONE,NONE
CDB_Sample189/jai_0000123_1918_253.png,NORM,NONE,NONE,PABO
CDB_Sample189/jai_0000034_1060_726.png,NORM,NONE,NONE,HOJO
CDB_Sample189/jai_0000247_788_269.png,NORM,NONE,NONE,PABO
EH5_Siemens012/jai_0000003_660_213.png,NORM,NONE,NONE,"BAST, RETI"
EH5_Siemens083/jai_0000184_1846_1032.png,MACR,NONE,HYPO,NONE
CDB_Sample125/jai_0000052_1431_152.png,NORM,NONE,NONE,MALA
CDB_Sample156/jai_0000265_72_931.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000063_1143_371.png,NORM,NONE,HYPO,NONE
EH5_Siemens012/jai_0000057_1569_1060.png,NORM,NONE,NONE,NRBC
CDB_Sample189/jai_0000378_1193_1080.png,NORM,NONE,NONE,PABO
EH5_Siemens012/jai_0000264_1196_1287.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
CDB_Sample012/jai_0000028_1481_364.png,MICR,NONE,NONE,NONE
CDB_Sample012/jai_0000149_988_614.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000059_1601_296.png,NORM,NONE,HYPO,NONE
EH5_Siemens008/jai_0000277_131_857.png,NORM,NONE,NONE,NONE
EH5_Siemens008/jai_0000583_922_861.png,NORM,NONE,NONE,NONE
CDB_Sample012/jai_0000023_286_506.png,NORM,NONE,NONE,NONE
CDB_Sample189/jai_0000117_1274_888.png,NORM,NONE,NONE,RETI
CDB_Sample189/jai_0000123_250_296.png,NORM,NONE,STOM,NONE
CDB_Sample189/jai_0000117_1722_874.png,NORM,SICK,NONE,NONE
EH5_Siemens012/jai_0001437_654_1314.png,NORM,OVAL,NONE,"BAST, HOJO"
CDB_Sample189/jai_0000374_760_1038.png,NORM,ELLI,NONE,NONE
EH5_Siemens029/jai_0000479_521_1068.png,NORM,NONE,TARG,NONE
EH5_Siemens012/jai_0001353_1286_1185.png,NORM,HELM,NONE,"BAST, HOJO"
EH5_Siemens029/jai_0000133_1012_1399.png,NORM,NONE,NONE,NONE
EH5_Siemens008/jai_0001222_1052_984.png,NORM,NONE,NONE,NONE
EH5_Siemens003/jai_0000872_216_1451.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000182_1901_1098.png,MACR,NONE,HYPO,"BAST, RETI"
CDB_Sample189/jai_0000246_1501_492.png,NORM,NONE,NONE,PABO
CDB_Sample189/jai_0000161_1556_854.png,NORM,NONE,NONE,PABO
